playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassBlock,gradesPassRoute,gradesPass,gradesRun
122381,Calib Perez,G,1,,2027,321,62.4,74.7,59.1,75,3,10,0,328,0,0,220,548,328,220,UAB,UAB,,69.9,,,
122398,Markeston Douglas,TE,0,,2026,167,56.9,57.2,59,87,2,12,0,44,54,0,167,265,98,167,FLORIDA ST,FLORIDA ST,62.9,63.8,55.3,,
122399,Jadarius Green-McKnight,S,1,,2026,214,60,64.9,,D04,1,1,0,1,0,0,0,1,1,0,MARSHALL,MARSHALL,,60.5,,,
122402,Zane Herring,G,0,,2026,327,66.6,43.6,69.4,51,5,13,0,463,1,0,376,840,464,376,USF,USF,,63.3,60.6,,
122412,Chubba Purdy,QB,0,,2026,239,61.6,86,62.1,13,0,12,122,0,36,77,145,380,158,222,NEVADA,NEVADA,62.6,,72.5,47,65.2
122413,Bryan Robinson,WR,0,,2026,214,56.6,79.5,62.8,03,0,6,0,0,37,0,43,80,37,43,MARSHALL,MARSHALL,65.4,,55.5,,
122417,Thomas Shrader,G,0,,2027,327,60.4,60.9,58,67,3,13,0,464,0,0,358,822,464,358,USF,USF,,68.3,,,
122419,David Stickle,C,0,,2026,275,63.6,88,62.6,64,0,9,0,185,0,0,395,580,185,395,RICE,RICE,,56.8,,,
122425,Darion Williamson,HB,0,,2026,221,60,71.3,60,03,0,4,0,0,0,0,7,7,0,7,MIAMI OH,MIAMI OH,,,,,
122451,Rasheed Miller,T,2,2026,2026,210,73.6,53,77.5,60,6,13,0,462,0,0,369,831,462,369,LOUISVILLE,LOUISVILLE,,66.6,,,
122463,Jackson Wheeler,LS,0,,2026,174,60,67.3,60,S89,0,2,0,1,0,0,1,2,1,1,GA SOUTHRN,GA SOUTHRN,,67.6,,,
122466,Caelan Williams,T,0,,2027,174,64.8,8.7,67.2,64,1,2,0,34,0,0,20,54,34,20,GA SOUTHRN,GA SOUTHRN,,72.8,,,
