playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesPunter,gradesFgepKicker,gradesKickoffKicker,gradesPuntReturn,gradesLongSnap,gradesKickReturn
151310,Gregory Reddick,S,0,0,,2025,389,60,61.7,D09,0,0,1,0,2,0,0,0,0,0,N ALABAMA,N ALABAMA,2,,60,,,,,,
151705,Isaiah Cook,G,0,0,,2028,152,60.6,65.7,72,0,0,1,2,0,0,0,0,0,0,DELWARE ST,DELWARE ST,2,60,,,,,,,
151706,Darren Cook,DI,0,0,,2026,152,60.6,68.7,D94,0,0,1,0,5,0,0,12,3,0,DELWARE ST,DELWARE ST,20,,58.9,,,,,,
151718,NyGhee Lolley,WR,0,0,,2026,152,58.4,65.2,03,0,0,1,0,0,0,6,7,0,0,DELWARE ST,DELWARE ST,13,,,,,,,,
152349,Donta Stuart,S,0,0,,2025,401,61.9,74,D11,0,0,1,0,5,6,0,0,0,0,TARLETON,TARLETON,11,,60,,,,,,
152926,Nathan Baker,G,0,0,,2027,401,61.4,66.3,72,0,0,1,4,0,0,0,0,0,0,TARLETON,TARLETON,4,60,,,,,,,
155200,Les Odimara,CB,1,0,,2026,401,67.7,74.5,D03,0,0,1,0,4,6,0,0,4,0,TARLETON,TARLETON,14,,60,,,,,,
155294,Simeon Woodard,CB,0,0,,2025,233,60.9,66.4,D09,0,0,1,0,5,0,0,0,1,0,MONTANA ST,MONTANA ST,6,,60,,,,,,
155505,Jaylen White,HB,0,0,,2026,244,60.8,64.9,12,0,0,1,0,0,0,5,0,0,0,NORFOLK,NORFOLK,5,,,,,,,,
155542,Justin Luke,WR,0,0,,2026,389,59.5,67.8,08,0,0,1,0,0,0,7,3,0,0,N ALABAMA,N ALABAMA,10,,,,,,,,
155759,Robert Glanton,CB,0,0,,2025,164,61.7,68.7,D16,0,0,1,0,0,5,0,3,3,0,FL A&M,FL A&M,11,,,,,,,,
155769,Omar Emmons,S,0,0,,2027,401,61.6,68.4,D04,0,0,1,0,1,6,5,0,0,0,TARLETON,TARLETON,12,,60,,,,,,
155827,Blake Smith,S,0,0,,2026,401,61.1,81.6,D09,0,0,1,0,4,0,0,0,0,0,TARLETON,TARLETON,4,,59.9,,,,,,
155849,Tyrik Daniels,ED,0,0,,2026,389,60.6,64.6,D45,0,0,1,0,3,0,0,3,1,0,N ALABAMA,N ALABAMA,7,,59.7,,,,,,
155894,Brandon Tolvert,DI,0,0,,2026,401,60,61.8,D26,0,0,1,0,1,0,0,0,0,0,TARLETON,TARLETON,1,,59.7,,,,,,
155915,Hunter Parsons,ED,0,0,,2026,233,56.9,64.9,D45,0,0,1,0,0,0,6,0,1,0,MONTANA ST,MONTANA ST,7,,,,,,,,
155924,Vershod Quinn,HB,0,0,,2027,164,60.7,68.2,34,0,0,1,0,0,0,5,0,0,0,FL A&M,FL A&M,5,,,,,,,,
156521,Ace Cobb,WR,0,0,,2029,164,60.7,65.7,05,0,0,1,0,0,5,5,0,0,0,FL A&M,FL A&M,10,,,,,,,,
156529,Jahbari Hill,LB,0,0,,2026,389,60.9,66.1,D16,0,0,1,1,2,3,0,3,1,0,N ALABAMA,N ALABAMA,10,60,60,,,,,,
156599,Jaylen Ward,WR,0,0,,2027,164,59.8,62.2,03,0,0,1,0,0,0,5,0,0,0,FL A&M,FL A&M,5,,,,,,,,59.1
156610,Samora Ezekiel,T,0,0,,2027,233,61.7,66.8,59,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,60.3,,,,,,,
156766,Tristan Driggers,LB,0,0,,2025,217,61.8,65.7,D01,0,0,1,0,6,0,0,0,3,0,MCNEESE,MCNEESE,9,,60.2,,,,,,
156835,Keshawn Lynch,ED,0,0,,2026,244,60.3,63.8,D90,0,0,1,0,1,0,0,0,1,0,NORFOLK,NORFOLK,2,,59.7,,,,,,
158255,Jovoni Borbon,LS,0,0,,2026,217,65.4,63.2,S47,0,0,1,5,0,0,0,4,0,0,MCNEESE,MCNEESE,9,61.6,,,,,,80,
158446,Jaquan Lee,WR,0,0,,2028,164,60.1,64.9,21,0,0,1,0,0,0,5,0,0,0,FL A&M,FL A&M,5,,,,,,,,
159093,Shane Thrift,CB,0,0,,2026,152,62.4,67.4,D04,0,0,1,0,0,0,0,0,5,0,DELWARE ST,DELWARE ST,5,,,,,,,,
159125,Rohan Jones,TE,0,0,2026,2026,233,60.9,69,08,0,0,1,0,0,0,0,0,2,0,MONTANA ST,MONTANA ST,2,,,,,,,,
159621,Darrell Smith,HB,0,0,,2026,293,59.9,64.8,05,0,0,1,0,0,0,3,0,0,0,SE MO ST,SE MO ST,3,,,,,,,,
159622,Kobe Sixkiller,C,0,0,,2025,293,60.2,63.5,69,0,0,1,0,0,0,0,4,0,0,SE MO ST,SE MO ST,4,,,,,,,,
159626,JaQori Williams,S,0,0,,2026,293,62.3,69.9,D24,1,0,1,0,0,7,3,4,2,1,SE MO ST,SE MO ST,16,,,,,,,,
159629,Braden Thompson,TE,0,0,,2026,293,60.7,67.1,87,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
159630,Kyron Downing,WR,0,0,,2028,293,40.9,25.4,17,0,1,1,0,0,0,0,3,0,0,SE MO ST,SE MO ST,3,,,,,,,,
159635,Nolan Reed,TE,0,0,,2027,293,60.5,60.4,43,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
159639,Nasim Cairo,DI,0,0,,2028,293,60.1,65.6,D55,0,0,1,0,1,0,3,0,1,0,SE MO ST,SE MO ST,5,,59.8,,,,,,
159646,Rashad Turner,T,0,0,,2027,293,61.1,65.7,77,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
160040,Dawson Hearne,TE,0,0,,2026,401,61.2,63.8,88,0,0,1,7,0,0,5,6,0,0,TARLETON,TARLETON,18,60,,,,,,,
160173,Kameran Senegal,WR,0,0,,2028,217,60.6,66.1,16,0,0,1,0,0,0,0,0,3,0,MCNEESE,MCNEESE,3,,,,,,,,
160174,Jo'Shon Barbie,HB,0,0,,2027,217,60,64.5,25,0,0,1,0,0,0,0,1,0,0,MCNEESE,MCNEESE,1,,,,,,,,
160183,Cole LeClair,G,0,0,,2025,217,60,63.3,61,0,0,1,0,0,0,0,0,0,0,MCNEESE,MCNEESE,0,,,,,,,,
160187,Hayes Creel,T,0,0,,2027,217,61,62.8,75,0,0,1,5,0,0,0,0,0,0,MCNEESE,MCNEESE,5,60,,,,,,,
160188,Greg Knox III,T,0,0,,2027,217,61.1,63.7,79,0,0,1,5,0,0,0,0,0,0,MCNEESE,MCNEESE,5,60,,,,,,,
160191,Tyronne Hayes,TE,0,0,,2026,217,61.1,66.4,41,0,0,1,5,0,0,6,0,0,0,MCNEESE,MCNEESE,11,60,,,,,,,59.9
160193,Crajaun Bennett,CB,0,0,,2026,217,61.1,69,D33,0,0,1,0,7,0,0,0,3,0,MCNEESE,MCNEESE,10,,59.8,,,,,,
160196,Jake Held,S,0,0,,2026,217,67.9,66.6,D39,0,0,1,0,7,5,0,0,3,1,MCNEESE,MCNEESE,15,,59.8,,,,,,
160198,Jordan Toaston,LB,0,0,,2027,217,60,62.9,D34,0,0,1,0,1,0,0,0,0,0,MCNEESE,MCNEESE,1,,60,,,,,,
160201,Phillip Bradford,ED,0,0,,2028,217,60.1,66.2,D44,0,0,1,5,7,0,0,4,0,0,MCNEESE,MCNEESE,16,60,58.9,,,,,,
160203,Mase Lewis,ED,0,0,,2027,217,60.7,65.7,D49,0,0,1,0,5,0,0,0,2,0,MCNEESE,MCNEESE,7,,59.5,,,,,,
160230,Nay'Ron Jenkins,LB,0,0,,2026,164,62.1,70.4,D45,0,0,1,0,2,1,5,0,3,0,FL A&M,FL A&M,11,,59.9,,,,,,
160233,Tommy Bridgewater Jr.,C,0,0,,2029,164,60.7,62.5,65,0,0,1,4,0,0,0,0,0,0,FL A&M,FL A&M,4,60,,,,,,,
160234,Jalon Howard,WR,0,0,,2026,164,61.8,70.2,84,0,0,1,0,0,0,0,0,3,0,FL A&M,FL A&M,3,,,,,,,,
160239,Lamar Clark,CB,0,0,,2026,164,61,68.9,D26,0,0,1,0,0,5,0,3,2,0,FL A&M,FL A&M,10,,,,,,,,
160608,Dorian Collier,HB,1,0,,2025,164,45.8,64.9,28,1,0,1,0,0,5,0,0,0,0,FL A&M,FL A&M,5,,,,,,,,
161337,Wayne Favors III,CB,0,0,,2027,152,50.9,73.2,D26,1,0,1,0,4,3,6,12,3,0,DELWARE ST,DELWARE ST,28,,60,,,,,,
161349,Geovanny Fabian,CB,0,0,,2028,152,61,69.4,D10,0,0,1,0,5,0,0,3,3,0,DELWARE ST,DELWARE ST,11,,60,,,,,,
161352,Malcolm Jefferies,TE,0,0,,2027,152,60.9,62.8,85,0,0,1,2,0,0,0,10,0,0,DELWARE ST,DELWARE ST,12,60,,,,,,,
161354,Ryan Lee,TE,0,0,,2026,152,61,67.8,89,0,0,1,0,0,0,6,0,0,0,DELWARE ST,DELWARE ST,6,,,,,,,,
161357,Jaydon Mifflin,DI,0,0,,2027,152,60.8,66.1,D93,0,0,1,2,1,0,0,2,0,0,DELWARE ST,DELWARE ST,5,60,59.8,,,,,,
161359,Moungue Nyame,ED,0,0,,2027,152,48.5,23.9,D90,0,1,1,2,0,0,0,0,0,0,DELWARE ST,DELWARE ST,2,60,,,,,,,
161361,Nathan Wilson,P,0,0,,2026,152,61.3,70,S23,2,0,1,2,0,3,0,12,0,0,DELWARE ST,DELWARE ST,17,,,65.4,60,57.3,,,
162348,Kurt Hatch,T,0,0,,2026,401,61.9,68.7,59,0,0,1,7,0,0,0,0,0,0,TARLETON,TARLETON,7,61.2,,,,,,,
162367,Jed Whitney,LS,0,0,,2025,401,66.5,63.6,S47,0,0,1,7,0,0,0,6,0,0,TARLETON,TARLETON,13,64.9,,,,,,81.6,
162880,Curtis Deville,WR,0,0,,2029,217,76.9,66.2,04,0,0,1,0,0,0,0,2,0,1,MCNEESE,MCNEESE,2,,,,,,,,
163507,Simion Hines,S,0,0,,2029,164,60,61.5,D15,0,0,1,0,2,0,0,0,0,0,FL A&M,FL A&M,2,,59.9,,,,,,
163538,Ryan Nolan,T,0,0,,2027,244,60.8,62.7,56,0,0,1,4,0,0,0,0,0,0,NORFOLK,NORFOLK,4,60,,,,,,,
163604,Caleb McDougle,S,0,0,,2026,389,62.5,69.7,D25,0,0,1,0,2,3,5,0,4,0,N ALABAMA,N ALABAMA,14,,60,,,,,,
163818,Davion Westmoreland,ED,0,0,,2026,164,59.6,63.2,D17,0,0,1,0,3,0,0,0,0,0,FL A&M,FL A&M,3,,59.5,,,,,,
163934,Michael Jordan Jr.,CB,0,0,,2028,389,61.6,69.2,D26,0,0,1,0,1,3,4,0,4,0,N ALABAMA,N ALABAMA,12,,59.9,,,,,,
164277,Mickel Clay,T,0,0,,2026,389,60,61.6,77,0,0,1,1,0,0,0,0,0,0,N ALABAMA,N ALABAMA,1,60,,,,,,,
164278,E.J. Colbert,ED,0,0,,2026,389,60.4,63.2,D33,0,0,1,0,2,0,0,0,1,0,N ALABAMA,N ALABAMA,3,,60,,,,,,
164290,Kaleb Heatherly,TE,0,0,,2026,389,60,60.9,88,0,0,1,1,0,0,0,0,0,0,N ALABAMA,N ALABAMA,1,60,,,,,,,
164298,Cameron Jamar,CB,0,0,,2026,389,61.3,72,D24,0,0,1,0,1,0,7,3,3,0,N ALABAMA,N ALABAMA,14,,60,,,,,,
164320,Barry Womack,S,0,0,,2025,389,61,66.5,D13,0,0,1,0,1,2,2,0,0,0,N ALABAMA,N ALABAMA,5,,60,,,,,,
164387,Taco Dowler,WR,0,0,,2027,233,60.1,65.1,14,0,0,1,0,0,0,0,1,4,0,MONTANA ST,MONTANA ST,5,,,,,,63.2,,
164388,Caden Dowler,S,0,0,,2027,233,55.6,64.8,D05,0,0,1,0,7,6,0,2,0,0,MONTANA ST,MONTANA ST,15,,59.8,,,,,,
164394,Conner Moore,T,0,0,,2027,233,61.5,67.8,72,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,60,,,,,,,
164401,Rylan Schlepp,TE,0,0,,2027,233,60.2,69,88,0,0,1,5,0,6,6,0,0,0,MONTANA ST,MONTANA ST,17,60,,,,,,,
164405,Jared White,HB,0,0,,2027,233,59.9,66.2,03,0,0,1,0,0,0,6,0,0,0,MONTANA ST,MONTANA ST,6,,,,,,,,
164712,Kaleb Broadbent,S,0,0,,2027,244,60.1,65.7,D37,0,0,1,0,1,1,5,0,0,0,NORFOLK,NORFOLK,7,,59.9,,,,,,
164713,Jaden Bryant,G,0,0,,2027,244,61.5,65.2,62,0,0,1,4,0,0,0,3,0,0,NORFOLK,NORFOLK,7,60,,,,,,,
164714,Vincent Byrd,T,0,0,,2026,244,61.4,62,66,0,0,1,4,0,0,0,0,0,0,NORFOLK,NORFOLK,4,60,,,,,,,
164744,Jalen Swindell,DI,0,0,,2027,244,60,64.9,D98,0,0,1,0,3,0,0,0,1,0,NORFOLK,NORFOLK,4,,59.3,,,,,,
164751,Grandin Willcox,K,0,0,,2026,244,60,67.5,S61,0,0,1,4,0,5,0,0,0,0,NORFOLK,NORFOLK,9,,,,62.8,69.9,,,
164753,Jaylen Williams,ED,0,0,,2027,244,60,61.8,D93,0,0,1,0,1,0,0,0,0,0,NORFOLK,NORFOLK,1,,59.7,,,,,,
164754,Toby Willis,LS,0,0,,2026,244,64.7,63.2,S88,0,0,1,4,0,0,0,3,0,0,NORFOLK,NORFOLK,7,60,,,,,,78.9,
164776,Jayden Jenkins,HB,0,0,,2027,152,62,66.3,20,0,0,1,0,0,0,0,0,5,0,DELWARE ST,DELWARE ST,5,,,,,,,,
165135,Trey Wilhoit,P,0,0,,2026,164,60.6,65.1,S24,0,0,1,4,0,0,0,3,0,0,FL A&M,FL A&M,7,60,,63.2,,,,,
165142,Slade Dollar,LB,0,0,,2026,293,62.3,68.4,D25,0,0,1,0,0,7,3,0,1,0,SE MO ST,SE MO ST,11,,,,,,,,
165144,Octavius Henderson,CB,0,0,,2028,293,62.3,69,D21,0,0,1,0,0,7,0,0,2,0,SE MO ST,SE MO ST,9,,,,,,,,
165145,Eric Ivory Jr.,S,0,0,,2026,244,67.6,65.6,D32,0,0,1,0,1,3,1,1,0,1,NORFOLK,NORFOLK,6,,60,,,,,,
165185,Justus Johnson,CB,0,0,,2027,293,60.3,66.2,D18,0,0,1,0,1,0,0,0,1,0,SE MO ST,SE MO ST,2,,59.9,,,,,,
165649,Javon Davis,CB,0,0,,2027,217,60.9,66,D05,0,0,1,0,7,0,0,2,3,0,MCNEESE,MCNEESE,12,,60,,,,,,
168058,Cody Brackeen,G,0,0,,2026,217,61.6,62.1,77,0,0,1,5,0,0,0,0,0,0,MCNEESE,MCNEESE,5,60.8,,,,,,,
168061,William Bressi,C,0,0,,2026,217,60,63.3,78,0,0,1,0,0,0,0,0,0,0,MCNEESE,MCNEESE,0,,,,,,,,
168142,Rodrick Weaver,WR,0,0,,2026,401,61.8,67.8,87,0,0,1,0,0,6,2,0,0,0,TARLETON,TARLETON,8,,,,,,,,59.9
169557,Michael James,K,0,0,,2027,401,60.4,67.7,S43,0,0,1,7,0,6,0,0,0,0,TARLETON,TARLETON,13,,,,40.1,65.3,,,
169991,AJ Thomas,ED,0,0,,2028,217,61.5,70.1,D27,0,0,1,0,0,1,0,0,3,0,MCNEESE,MCNEESE,4,,,,,,,,
170604,Camden Allison,S,0,0,,2027,389,61.2,66.6,D27,0,0,1,0,0,1,7,0,3,0,N ALABAMA,N ALABAMA,11,,,,,,,,
170606,Kaleb Brown,DI,0,0,,2026,389,60,64.5,D99,0,0,1,0,2,0,0,0,1,0,N ALABAMA,N ALABAMA,3,,59.3,,,,,,
170608,Kaden Cooper,WR,0,0,,2028,389,61.7,69.9,23,0,0,1,0,0,0,7,2,3,0,N ALABAMA,N ALABAMA,12,,,,,,,,
170609,Christopher Cotton,LB,0,0,,2028,389,61.5,65.7,D46,0,0,1,0,1,0,0,0,3,0,N ALABAMA,N ALABAMA,4,,60,,,,,,
170611,Nathan Curry,LS,0,0,,2028,389,64.1,63,S47,0,0,1,1,0,0,0,3,0,0,N ALABAMA,N ALABAMA,4,60,,,,,,79.8,
170615,KJ Fields,WR,0,0,,2028,389,60.7,67.9,18,0,0,1,0,0,0,0,0,3,0,N ALABAMA,N ALABAMA,3,,,,,,,,
170619,Seth Hampton,LB,0,0,,2028,389,61.6,69.3,D48,0,0,1,0,0,3,7,0,3,0,N ALABAMA,N ALABAMA,13,,,,,,,,
170621,Dennis Moody III,HB,0,0,,2028,389,60.1,64,10,0,0,1,0,0,0,3,0,0,0,N ALABAMA,N ALABAMA,3,,,,,,,,
170625,Amarie Rogers,T,0,0,,2027,389,60.4,64.8,86,0,0,1,1,0,0,7,3,0,0,N ALABAMA,N ALABAMA,11,60,,,,,,,
170631,Ryan Walker,G,0,0,,2028,389,60,63.4,51,0,0,1,1,0,0,0,0,0,0,N ALABAMA,N ALABAMA,1,60,,,,,,,
170632,Adam Watford,P,0,0,,2028,389,60,66.2,S35,0,0,1,0,0,0,0,3,0,0,N ALABAMA,N ALABAMA,3,,,63.3,,,,,
170697,Zac Crews,ED,0,0,,2027,233,29.9,25.5,D36,0,1,1,0,0,0,0,2,3,0,MONTANA ST,MONTANA ST,5,,,,,,,,
170699,Jon Johnson,CB,0,0,,2026,233,61.2,68.8,D04,0,0,1,0,6,1,0,2,4,0,MONTANA ST,MONTANA ST,13,,59.9,,,,,,
170701,Myles Sansted,K,0,0,,2027,233,60,63.5,S39,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,,,64.3,,,,
170702,Dominic Solano,ED,0,0,,2028,233,59.6,65.4,D58,0,0,1,0,0,0,6,0,0,0,MONTANA ST,MONTANA ST,6,,,,,,,,59.9
170703,Brock Steel,S,0,0,,2027,233,69.1,68,D27,0,0,1,0,0,6,6,2,2,0,MONTANA ST,MONTANA ST,16,,,,,,,,
170704,Blake Stillwell,S,0,0,,2026,233,60,61.5,D00,0,0,1,0,2,0,0,0,0,0,MONTANA ST,MONTANA ST,2,,59.9,,,,,,
170706,Taki Uluilakepa,S,0,0,,2028,233,62.5,67.1,D17,0,0,1,0,0,6,0,0,2,0,MONTANA ST,MONTANA ST,8,,,,,,,,
170726,Brodrick Stewart,DI,0,0,,2028,401,59.8,62,D78,0,0,1,0,1,0,0,0,0,0,TARLETON,TARLETON,1,,59.6,,,,,,
171073,Zy'ier Thornton,ED,0,0,,2025,293,60,63.3,D06,0,0,1,0,0,0,3,0,0,0,SE MO ST,SE MO ST,3,,,,,,,,
171795,Andrew Civey,TE,0,0,,2028,293,60.3,61.6,45,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
171798,DJ Delmore,S,0,0,,2028,293,48.1,66.1,D23,1,0,1,0,0,7,0,0,2,0,SE MO ST,SE MO ST,9,,,,,,,,
171799,Ethan Hatton,C,0,0,,2028,293,61,61.8,70,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
171802,Logan Leftrick,P,0,0,,2028,293,60,66.8,S15,0,0,1,0,0,0,0,4,0,0,SE MO ST,SE MO ST,4,,,59,,,,,
171806,Cole Ruble,HB,0,0,,2028,293,60,67.3,15,0,0,1,0,0,0,0,0,2,0,SE MO ST,SE MO ST,2,,,,,,,,
171810,Jeremy Walton,ED,0,0,,2027,293,60,67.5,D16,0,0,1,0,0,0,0,0,2,0,SE MO ST,SE MO ST,2,,,,,,,,
172452,Stephen Johnson,DI,0,0,,2028,217,58.8,64.3,D56,0,0,1,0,6,0,0,0,0,0,MCNEESE,MCNEESE,6,,58.8,,,,,,
172734,Dominick Bolden,DI,0,0,,2026,217,60.2,64.6,D99,0,0,1,0,1,0,0,0,1,0,MCNEESE,MCNEESE,2,,59.6,,,,,,
172735,Reed Boyd,TE,0,0,,2028,217,61,66.3,83,0,0,1,5,0,0,6,4,0,0,MCNEESE,MCNEESE,15,60,,,,,,,
172737,Jer'Michael Carter,WR,0,0,,2028,217,59.8,66.8,10,0,0,1,0,0,0,6,2,0,0,MCNEESE,MCNEESE,8,,,,,,,,
