playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesLongSnap,gradesPuntReturn,gradesKickReturn,gradesFgepKicker,gradesPunter
74957,Nathan Griffin,LB,0,0,,2025,346,,60.7,69.1,D45,0,0,1,0,0,0,7,1,0,0,W KENTUCKY,W KENTUCKY,8,,,,,,,
75263,Silas Walters,S,0,0,2026,2026,221,,60.7,68.3,D29,0,0,1,0,2,0,0,4,5,0,MIAMI OH,MIAMI OH,11,,59.9,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,,61.9,66.4,77,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,60.9,,,,,,
75816,Chuck Hicks,LB,0,0,,2025,229,,59.8,64.2,D30,0,0,1,0,0,0,0,2,0,0,MISSOURI,MISSOURI,2,,,,,,,
76532,Damaje Yancey,CB,0,0,,2025,318,,60.6,66.7,D09,0,0,1,0,9,0,0,0,0,0,TROY,TROY,9,,59.8,,,,,
76711,Torey Richardson,CB,0,0,,2025,306,,61,68,D13,0,0,1,0,6,0,0,0,2,0,TEMPLE,TEMPLE,8,,59.8,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,59.4,64.1,D06,0,0,1,0,5,0,0,0,0,0,ILLINOIS,ILLINOIS,5,,59.3,,,,,
76794,Malcolm Lamar Sr.,T,0,0,,2025,165,,61.5,67.9,70,0,0,1,5,0,0,0,0,0,0,FAU,FAU,5,60,,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,60.6,66,D06,0,0,1,0,0,0,0,0,3,0,BUFFALO,BUFFALO,3,,,,,,,
77160,Justin Wright,LB,0,0,,2025,262,,60.4,64.8,D44,0,0,1,0,4,0,0,0,0,0,OKLA STATE,OKLA STATE,4,,60.1,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,61.3,65.9,D07,0,0,1,0,3,1,0,0,3,0,KENT STATE,KENT STATE,7,,59.5,,,,,
77252,Daniel Bolden,LB,0,0,,2025,316,,59.8,67.6,D31,0,0,1,0,4,0,5,6,1,0,TOLEDO,TOLEDO,16,,59.8,,,,,
77266,Keye Thompson,LB,0,0,,2025,268,,60.1,61.9,D38,0,0,1,0,3,0,0,0,0,0,PITTSBURGH,PITTSBURGH,3,,60,,,,,
77307,Justin Holloway,LS,0,0,,2025,109,,65.3,63.2,S31,0,0,1,4,0,0,0,4,0,0,ARIZONA,ARIZONA,8,60,,80.2,,,,
77518,Marques Cox,T,0,0,2025,2025,202,,60.4,62.5,69,0,0,1,3,0,0,0,0,0,0,KENTUCKY,KENTUCKY,3,60,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,61.5,70.7,D03,0,0,1,0,0,0,8,2,3,0,N TEXAS,N TEXAS,13,,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,,60,60.6,88,0,0,1,1,0,0,0,0,0,0,TOLEDO,TOLEDO,1,60,,,,,,
78134,Tory Spears,S,0,0,,2025,314,,60,64.3,D12,0,0,1,0,0,0,0,0,1,0,TEXAS ST,TEXAS ST,1,,,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,82.8,67.9,18,0,0,1,0,0,1,7,4,2,2,INDIANA,INDIANA,14,,,,,57.4,,
78999,Marque Collins,CB,0,0,,2026,128,,60.4,65.6,D02,0,0,1,0,4,0,0,0,0,0,BYU,BYU,4,,60,,,,,
79240,Cherif Seye,ED,0,0,,2025,324,,60,63.8,D94,0,0,1,0,0,0,0,0,1,0,UCLA,UCLA,1,,,,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,60.2,64.6,D10,0,0,1,0,6,0,0,0,0,0,UCONN,UCONN,6,,59.9,,,,,
81284,Jared Small,LB,0,0,,2026,109,,53.4,68.2,D40,0,0,1,0,0,6,8,3,0,1,ARIZONA,ARIZONA,17,,,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,,65.7,63.5,S39,0,0,1,3,0,0,0,5,0,0,SO MISS,SO MISS,8,60,,81.5,,,,
81559,Spencer Lovell,G,0,0,,2025,239,,61,61.8,76,0,0,1,3,0,0,0,0,0,0,NEVADA,NEVADA,3,60,,,,,,
81809,Joe More,C,0,0,,2025,111,,61,62.9,78,0,0,1,5,0,0,0,0,0,0,ARKANSAS,ARKANSAS,5,60,,,,,,
81860,Tank Jenkins,G,0,0,,2025,182,,61.1,65.7,72,0,0,1,3,0,0,0,0,0,0,HOUSTON,HOUSTON,3,60,,,,,,
81896,Wyatt Bowles,G,0,0,2025,2025,329,,62,67.2,60,0,0,1,6,0,0,0,0,0,0,UTAH ST,UTAH ST,6,61.5,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,59.5,63.1,D90,0,0,1,0,2,0,0,0,0,0,NEW MEX ST,NEW MEX ST,2,,59.3,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,60.5,65.2,D33,0,0,1,3,1,0,0,0,0,0,ILLINOIS,ILLINOIS,4,60,59.6,,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,60.2,64.6,D55,0,0,1,0,1,0,0,0,1,0,S ALABAMA,S ALABAMA,2,,59.4,,,,,
82557,Jacob Mangum-Farrar,ED,0,0,,2025,190,,61.6,65.7,D07,0,0,1,0,0,2,0,0,2,0,INDIANA,INDIANA,4,,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,65.1,60.9,68.7,S45,0,0,1,9,0,9,0,0,0,0,LA LAFAYET,LA LAFAYET,18,,,,,,74.3,
83074,Jaden Robinson,CB,0,0,2025,2025,265,,60.5,66.7,D04,0,0,1,0,6,0,0,0,1,0,OREGON ST,OREGON ST,7,,59.8,,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,60,61.1,D06,0,0,1,0,1,0,0,0,0,0,OHIO,OHIO,1,,60,,,,,
83315,Chris Mills,CB,0,0,,2025,314,,60,64.4,D07,0,0,1,0,0,0,0,1,0,0,TEXAS ST,TEXAS ST,1,,,,,,,
83825,Bryan Addison,S,0,0,,2025,324,,60.1,61.8,D04,0,0,1,0,5,0,0,0,0,0,UCLA,UCLA,5,,60,,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,59,67.4,D30,0,0,1,0,0,0,0,7,0,0,W MICHIGAN,W MICHIGAN,7,,,,,,,
83944,Tyneil Hopper,TE,0,0,,2025,223,,60.9,68.2,88,0,0,1,5,0,0,4,0,0,0,MICH STATE,MICH STATE,9,60,,,,,,
86142,Carson Lee,G,0,0,,2026,160,,60.6,61.5,75,0,0,1,2,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,2,60,,,,,,
86267,Kalib Perry,LB,0,0,,2027,307,,59.8,66.4,D08,0,0,1,0,1,0,1,6,0,0,TENNESSEE,TENNESSEE,8,,60,,,,,
86353,Byron Cardwell Jr.,HB,0,0,,2027,130,,61.1,65.6,21,0,0,1,0,0,3,0,0,0,0,CAL,CAL,3,,,,,,,
86489,Alex Moore,T,0,0,,2025,101,,60.8,62.6,76,0,0,1,3,0,0,0,3,0,0,AIR FORCE,AIR FORCE,6,60,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,61.7,66.2,D04,0,0,1,0,0,3,0,0,3,0,BOISE ST,BOISE ST,6,,,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,60,61.7,D45,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,60,,,,,
86759,Joe Bowman,K,0,0,,2026,330,,60,66.1,S97,0,0,1,1,0,0,0,3,0,0,UTEP,UTEP,4,,,,,,60,52.8
86773,Jackson Schulz,S,0,0,,2026,202,,60,66.3,D29,0,0,1,0,0,0,6,0,0,0,KENTUCKY,KENTUCKY,6,,,,,,,
86877,Ceyair Wright,CB,0,0,2026,2026,238,,65.8,67.8,D15,0,0,1,0,5,0,0,2,2,0,NEBRASKA,NEBRASKA,9,,59.9,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,60.1,62.6,D54,0,0,1,0,0,0,0,2,0,0,JVILLE ST,JVILLE ST,2,,,,,,,
90079,David Reese,ED,0,0,,2026,130,,60.6,64.5,D07,0,0,1,0,2,0,0,0,2,0,CAL,CAL,4,,59.9,,,,,
90131,Joseph Vaughn,LB,0,0,2025,2025,324,,71.2,71.1,D30,0,0,1,0,0,4,6,4,2,0,UCLA,UCLA,16,,,,,,,
90160,Davis Salom,LS,0,0,,2025,285,,35.6,64.2,S40,1,0,1,2,0,0,0,9,0,2,S JOSE ST,S JOSE ST,11,60,,0,,,,
90192,Dalton Norris,DI,0,0,,2025,221,,61,61.2,D95,0,0,1,5,0,0,0,0,0,0,MIAMI OH,MIAMI OH,5,60,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,42.1,63.5,S47,2,0,1,0,0,0,0,5,0,0,PITTSBURGH,PITTSBURGH,5,,,47.2,,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,,60.4,65.7,86,0,0,1,2,0,0,7,9,0,0,S JOSE ST,S JOSE ST,18,60,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,,63.6,62.1,S60,0,0,1,9,0,0,0,0,0,0,GEORGIA,GEORGIA,9,67.5,,71.1,,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,60,61.5,D12,0,0,1,0,2,0,0,0,0,0,OREGON ST,OREGON ST,2,,59.9,,,,,
91245,Trey Laing,ED,0,0,,2025,160,,60,64.8,D97,0,0,1,0,0,0,0,0,1,0,E MICHIGAN,E MICHIGAN,1,,,,,,,
97061,Josh Kelly,WR,0,0,2025,2025,315,,60,63,03,0,0,1,0,0,0,1,0,0,0,TEXAS TECH,TEXAS TECH,1,,,,,,,
97087,Amir McDaniel,CB,0,0,,2025,207,,60.6,64.5,D13,0,0,1,0,0,2,0,0,1,0,LA LAFAYET,LA LAFAYET,3,,,,,,,
97105,Cam Ross,WR,0,0,2026,2026,197,,60,62.4,01,0,0,1,0,0,0,7,0,0,0,JAMES MAD,JAMES MAD,7,,,,,58,,
97125,Jacquez Stuart,HB,0,0,,2025,316,,60,62.2,00,0,0,1,0,0,0,5,0,0,0,TOLEDO,TOLEDO,5,,,,,58.4,,
97127,Samario Rudolph,WR,0,0,,2026,196,,60,63.6,03,0,0,1,0,0,0,0,0,3,0,JVILLE ST,JVILLE ST,3,,,,33.3,,,
97141,Antavious Lane,S,0,0,,2025,245,,60,62.4,D01,0,0,1,0,7,0,0,0,0,0,N CAROLINA,N CAROLINA,7,,59.9,,,,,
97143,Bralyn Lux,CB,0,0,2025,2025,315,,60.4,64.4,D00,0,0,1,0,6,0,0,0,2,0,TEXAS TECH,TEXAS TECH,8,,59.9,,,,,
97151,Michael Hayes,K,0,0,,2025,343,68.5,60.3,67.9,S22,0,0,1,5,0,6,0,0,0,0,W VIRGINIA,W VIRGINIA,11,,,,,,66.2,
97188,Dante Wright,WR,0,0,,2025,306,,60,63.6,05,0,0,1,0,0,0,0,0,4,0,TEMPLE,TEMPLE,4,,,,63.7,,,
97200,Ulysses Bentley IV,HB,0,0,2025,2025,226,,60,62.2,24,0,0,1,0,0,0,5,0,0,0,OLE MISS,OLE MISS,5,,,,,57.7,,
97211,Christian Dremel,WR,0,0,,2025,278,,60.2,63.5,80,0,0,1,0,0,0,6,0,4,0,RUTGERS,RUTGERS,10,,,,63.2,58.3,,
97213,Taylor Morin,WR,0,0,2025,2025,339,,60,63.3,02,0,0,1,0,0,0,0,0,3,0,WAKE,WAKE,3,,,,63,,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,63.6,04,0,0,1,0,0,0,0,0,4,0,LA LAFAYET,LA LAFAYET,4,,,,63.1,,,
97220,Anthony Wilson,S,0,0,,2025,343,,61,65.5,D12,0,0,1,0,3,4,0,0,0,0,W VIRGINIA,W VIRGINIA,7,,60,,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,62,69.5,D01,0,0,1,0,2,5,0,0,7,0,SMU,SMU,14,,60,,,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,61.4,68,D05,0,0,1,0,4,2,0,0,3,0,CAL,CAL,9,,60,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,67.9,66.4,D02,0,0,1,0,1,0,0,0,3,0,NOTRE DAME,NOTRE DAME,4,,59.9,,,,,
97239,Chike Anigbogu,LB,0,0,,2025,275,,61.5,67,D07,0,0,1,0,0,3,0,0,3,0,RICE,RICE,6,,,,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,61.2,67.7,D01,0,0,1,0,0,0,0,0,7,0,COLO STATE,COLO STATE,7,,,,,,,
97257,Will Goldberg,S,0,0,,2025,154,,63.3,67.4,D35,0,0,1,0,0,0,0,0,6,0,DUKE,DUKE,6,,,,,,,
97278,Javon Harvey,WR,0,0,,2025,154,,60.7,66.1,07,0,0,1,0,0,2,6,0,0,0,DUKE,DUKE,8,,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,67.2,62,07,0,0,1,0,0,0,4,0,0,0,KANSAS,KANSAS,4,,,,,63.2,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,61.3,66.4,21,0,0,1,0,0,5,5,0,0,0,BYU,BYU,10,,,,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,59.8,66.5,01,0,0,1,0,0,0,5,1,0,0,TOLEDO,TOLEDO,6,,,,,61.8,,
97310,Deion Hankins,HB,0,0,2025,2025,314,,61.9,70.7,33,0,0,1,0,0,1,8,0,5,0,TEXAS ST,TEXAS ST,14,,,,,,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,46.7,65.8,D10,1,0,1,0,4,4,0,0,0,0,CINCINNATI,CINCINNATI,8,,59.9,,,,,
97330,Juan Powell,CB,0,0,,2025,141,,60.4,62.8,D00,0,0,1,0,7,0,0,0,1,0,COAST CAR,COAST CAR,8,,59.8,,,,,
97343,AJ Williams,S,0,0,,2025,141,,60.5,62.4,D07,0,0,1,0,5,0,0,0,1,0,COAST CAR,COAST CAR,6,,60.1,,,,,
97351,Jakeen Harris,S,0,0,,2025,245,,73.8,64.9,D02,0,0,1,0,4,0,0,4,0,1,N CAROLINA,N CAROLINA,8,,60,,,,,
97353,Coco Azema,S,0,0,,2025,256,,61.7,65.7,D00,0,0,1,0,3,4,0,0,1,0,NWESTERN,NWESTERN,8,,60,,,,,
97369,Sidney Porter,LB,0,0,,2025,200,,60.3,64.2,D11,0,0,1,0,4,0,0,0,0,0,KENNESAW,KENNESAW,4,,60.1,,,,,
97372,Reid Dedman,LB,0,0,,2025,174,,60.3,66.5,D17,0,0,1,0,0,7,3,3,2,0,GA SOUTHRN,GA SOUTHRN,15,,,,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,62.1,65.7,D05,0,0,1,0,0,0,2,0,4,0,OKLAHOMA,OKLAHOMA,6,,,,,,,
97386,Solomon Brown,S,0,0,,2026,126,,61.7,63.1,D07,0,0,1,0,2,0,0,0,4,0,BUFFALO,BUFFALO,6,,60,,,,,
97392,Daton Montiel,K,0,0,,2025,166,,61,66.5,S25,0,0,1,6,0,0,0,6,0,0,FIU,FIU,12,60,,,,,,57.3
97397,Alex Raynor,K,0,0,,2025,202,,60,62.9,S16,0,0,1,3,0,0,0,0,0,0,KENTUCKY,KENTUCKY,3,,,,,,56.1,
97422,Dino Tomlin,WR,0,0,,2025,121,,59.9,64.9,13,0,0,1,0,0,0,4,0,0,0,BOSTON COL,BOSTON COL,4,,,,,,,
97427,Devin Voisin,WR,0,0,,2026,288,,59.9,64.8,01,0,0,1,0,0,0,3,0,0,0,S ALABAMA,S ALABAMA,3,,,,,,,
97433,Trey Sanders,HB,0,0,,2025,305,,63.8,66.8,02,0,0,1,0,0,8,6,0,0,0,TCU,TCU,14,,,,,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,,61.2,63.1,52,0,0,1,6,0,0,0,0,0,0,MIAMI FL,MIAMI FL,6,60,,,,,,
97468,Trevon Booker,CB,0,0,,2025,136,,49.6,67.6,D20,1,0,1,0,5,9,0,0,0,0,CHARLOTTE,CHARLOTTE,14,,59.8,,,,,
97470,Keonte Glinton,CB,0,0,,2025,242,,61.6,66.3,D07,0,0,1,0,3,8,0,0,1,0,NEW MEX ST,NEW MEX ST,12,,60,,,,,
97471,Roderick Roberson,S,0,0,,2025,208,,61.1,67.3,D19,0,0,1,0,3,2,0,6,4,0,LA TECH,LA TECH,15,,60,,,,,
97483,Dallas Gamble,CB,0,0,,2025,288,,62.9,70.9,D04,0,0,1,0,1,6,0,0,3,0,S ALABAMA,S ALABAMA,10,,59.9,,,,,
97495,Dean Clark,S,1,0,2025,2025,169,,48,26.7,D32,0,1,1,0,2,0,1,7,6,0,FRESNO ST,FRESNO ST,16,,59.9,,,,,
97499,Caleb Tate,LB,0,0,,2025,126,,72.4,66.7,D33,0,0,1,0,0,2,0,0,1,1,BUFFALO,BUFFALO,3,,,,,,,
97506,Jaden Voisin,S,0,0,,2025,288,,60,61.7,D02,0,0,1,0,3,0,0,0,0,0,S ALABAMA,S ALABAMA,3,,59.9,,,,,
97517,Marvae Myers,CB,0,0,,2026,224,,75.9,67.7,D06,0,0,1,0,6,4,0,2,1,1,MIDDLE TN,MIDDLE TN,13,,59.6,,,,,
97520,Malik Dixon-Williams,S,0,0,2025,2025,146,,60,61.5,D01,0,0,1,0,2,0,0,0,0,0,UCONN,UCONN,2,,60,,,,,
97532,Malachi Langley,LB,0,0,,2025,169,,60.1,62.7,D09,0,0,1,0,2,0,1,0,0,0,FRESNO ST,FRESNO ST,3,,60,,,,,
97539,Quincy Riley,CB,0,0,2025,2025,210,,60.2,65,D03,0,0,1,0,1,0,0,0,1,0,LOUISVILLE,LOUISVILLE,2,,59.9,,,,,
97541,Chad Stephens,ED,0,0,,2025,156,,60,62.9,D03,0,0,1,0,2,0,0,0,0,0,E CAROLINA,E CAROLINA,2,,59.8,,,,,
97543,Jett Elad,S,0,0,,2026,325,,62.8,71.5,D09,0,0,1,0,2,0,0,5,8,0,UNLV,UNLV,15,,59.8,,,,,
97545,Jackson Barrow,LB,0,0,,2025,316,,60.8,61.9,D05,0,0,1,0,4,0,0,0,2,0,TOLEDO,TOLEDO,6,,59.9,,,,,
