playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesPassBlock,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassRoute,gradesPass,gradesRun
102273,Pat McMurtrie,T,0,,2026,197,61.9,76.4,77.5,54.4,76,0,1,0,31,0,0,30,61,31,30,JAMES MAD,JAMES MAD,,,,
102309,Jordan Hall,G,0,,2026,319,57.9,0,48.8,63.8,50,2,1,0,28,0,0,29,57,28,29,TULANE,TULANE,,,,
102324,Keagen Trost,T,0,2026,2026,229,64.9,76.3,63.2,63.4,79,0,1,0,29,0,0,31,60,29,31,MISSOURI,MISSOURI,,,,
103865,Evan Beerntsen,G,0,2026,2026,256,83.4,78.1,81.5,86.3,60,0,1,0,31,0,0,22,53,31,22,NWESTERN,NWESTERN,,,,
103994,Dontae McMillan,HB,0,2026,2026,160,66.8,77.5,29.7,57.7,28,0,1,0,12,26,19,7,64,38,26,E MICHIGAN,E MICHIGAN,76.5,62.3,,69.7
104082,Marcus Bellon,WR,0,,2026,239,56.4,75,,79.6,18,0,1,0,0,18,0,6,24,18,6,NEVADA,NEVADA,68.4,54.2,,
104742,Ellis Adams,G,0,,2026,224,66.4,75.7,71.5,61.4,71,0,1,0,39,0,0,13,52,39,13,MIDDLE TN,MIDDLE TN,,,,
104768,Joe Fagnano,QB,0,2026,2026,146,80,77.5,,60.3,02,0,1,50,0,1,2,22,75,51,24,UCONN,UCONN,70.4,54.3,73.2,80.5
111094,Sean Brown,WR,0,,2026,136,83.5,77.8,,61.7,08,0,1,0,0,36,0,14,50,36,14,CHARLOTTE,CHARLOTTE,67.1,81.7,,
121426,Caullin Lacy,WR,0,2026,2026,210,63.2,78,67.5,58.8,05,0,1,0,1,36,0,28,65,37,28,LOUISVILLE,LOUISVILLE,66.9,63,,
121481,Trey Bedosky,T,0,,2026,206,53.6,70.9,75.7,49.8,79,0,1,0,4,0,0,5,9,4,5,LIBERTY,LIBERTY,,,,
121488,Zaire Flournoy,G,0,,2027,166,70.7,77.9,85.1,68.3,51,0,1,0,28,0,0,23,51,28,23,FIU,FIU,,,,
121508,Brady Wilson,C,0,,2026,335,60.9,79.5,69.2,57.9,76,0,1,0,37,0,0,27,64,37,27,VIRGINIA,VIRGINIA,,,,
121537,Lincoln Pare,HB,0,2026,2026,314,70.6,75.8,50.3,56.7,07,0,1,0,9,27,10,6,52,36,16,TEXAS ST,TEXAS ST,73.5,77.3,,71.2
121539,Corey Rucker,WR,0,2026,2026,113,59,79.3,,63.3,07,0,1,0,0,60,0,28,88,60,28,ARK STATE,ARK STATE,66.7,58.6,,
121550,Isaiah Alston,WR,0,,2026,197,79.5,69.3,,60,08,0,1,0,0,1,0,2,3,1,2,JAMES MAD,JAMES MAD,61,73.7,,
121708,Tyson Thompson,TE,0,,2026,275,65.1,75.1,,40.3,11,0,1,0,0,6,0,14,20,6,14,RICE,RICE,66.8,81.5,,
121734,EJ Horton Jr.,WR,0,2026,2026,273,52.5,77.9,,57.1,13,0,1,0,0,22,0,17,39,22,17,PURDUE,PURDUE,61,52.8,,
121745,Zane Porter,LB,0,,2026,214,60,60,60.5,,D15,0,1,0,1,0,0,0,1,1,0,MARSHALL,MARSHALL,,,,
121817,Frank Peasant,HB,0,,2026,218,67.2,70.8,13.9,59.4,22,0,1,0,2,2,4,3,11,4,7,MEMPHIS,MEMPHIS,68.6,58.8,,70.3
121819,Lance Robinson,G,0,,2027,210,69.4,80.1,84.5,65.9,53,0,1,0,42,0,0,30,72,42,30,LOUISVILLE,LOUISVILLE,,,,
121837,Jacob Busic,ED,0,,2026,324,64.5,60,,,D97,0,1,0,0,0,1,0,1,0,1,UCLA,UCLA,62.5,,,62.7
121987,Trenton Scott,T,0,,2026,239,79.6,76.3,82,75.3,52,0,1,0,32,0,0,29,61,32,29,NEVADA,NEVADA,,,,
122018,Josh Hancock,LS,0,,2026,330,60,65.1,67.6,,S39,0,1,0,1,0,0,0,1,1,0,UTEP,UTEP,,,,
122056,Miles Davis,HB,0,2026,2026,329,64.6,75.4,26.6,70.1,02,0,1,0,5,8,11,6,30,13,17,UTAH ST,UTAH ST,73.5,54.4,,65.5
122144,DeMonte Capehart,DI,0,2026,2026,140,60,60,,60,D19,0,1,0,0,0,0,1,1,0,1,CLEMSON,CLEMSON,,,,
122147,Sage Ennis,TE,0,,2026,335,60.2,77.9,67.3,56.8,00,0,1,0,1,29,0,25,55,30,25,VIRGINIA,VIRGINIA,62.9,60.9,,
122156,Walker Parks,G,0,,2026,140,61.7,77.2,75.6,59.2,64,0,1,0,17,0,0,21,38,17,21,CLEMSON,CLEMSON,,,,
122164,E.J. Williams Jr.,WR,0,2026,2026,190,56.4,80.2,,59.1,07,0,1,0,0,38,0,24,62,38,24,INDIANA,INDIANA,62.9,56.3,,
122173,Panda Askew,G,0,,2026,156,74.9,78.9,83.7,74.6,53,0,1,0,36,0,0,16,52,36,16,E CAROLINA,E CAROLINA,,,,
122177,Ty'Kieast Crawford,T,0,,2026,343,73.7,77.4,52.6,76,74,0,1,0,33,0,0,50,83,33,50,W VIRGINIA,W VIRGINIA,,,,
122188,Jonny King,C,0,,2026,136,56.5,70.4,70.3,55,52,0,1,0,1,0,0,4,5,1,4,CHARLOTTE,CHARLOTTE,,,,
122234,Anderson Castle,HB,0,2026,2026,154,65.1,72.6,34,,04,0,1,0,5,5,8,0,18,10,8,DUKE,DUKE,71.9,56.3,,66.9
122282,Blake Shapen,QB,0,,2026,227,54.6,74.9,,60,02,0,1,21,0,0,5,14,40,21,19,MISS STATE,MISS STATE,27.9,,69.8,42.1
122319,Mason Bowers,T,0,,2026,136,64.6,76.1,58.7,66.1,57,0,1,0,20,0,0,10,30,20,10,CHARLOTTE,CHARLOTTE,,,,
122346,Donavan Manson,G,0,,2026,325,56.7,74.9,75.5,55.4,55,0,1,0,3,0,0,14,17,3,14,UNLV,UNLV,,,,
122350,Tyson Mobley,WR,0,,2026,206,67.8,77,,87.5,08,0,1,0,0,12,0,22,34,12,22,LIBERTY,LIBERTY,61,62.1,,
122381,Calib Perez,G,0,,2027,321,57.9,75.8,78.8,55,75,0,1,0,10,0,0,11,21,10,11,UAB,UAB,,,,
122398,Markeston Douglas,TE,0,,2026,167,55.6,70.6,48.3,56.5,87,0,1,0,3,0,0,7,10,3,7,FLORIDA ST,FLORIDA ST,,,,
122399,Jadarius Green-McKnight,S,0,,2026,214,60,64.9,60.5,,D04,0,1,0,1,0,0,0,1,1,0,MARSHALL,MARSHALL,,,,
122402,Zane Herring,G,0,,2026,327,80.9,77.1,61.4,83.2,51,0,1,0,17,0,0,23,40,17,23,USF,USF,,,,
122412,Chubba Purdy,QB,0,,2026,239,57,75.7,,60.5,13,0,1,10,0,4,8,12,34,14,20,NEVADA,NEVADA,26.5,58,46.2,65.7
122417,Thomas Shrader,G,0,,2027,327,51.9,77.3,81.1,47.7,67,0,1,0,14,0,0,20,34,14,20,USF,USF,,,,
122419,David Stickle,C,0,,2026,275,68.2,79.8,62.4,65.8,64,0,1,0,18,0,0,55,73,18,55,RICE,RICE,,,,
122425,Darion Williamson,HB,0,,2026,221,60,63.8,,60,03,0,1,0,0,0,0,1,1,0,1,MIAMI OH,MIAMI OH,,,,
122451,Rasheed Miller,T,0,2026,2026,210,92.7,76.9,85.2,93.2,60,0,1,0,42,0,0,30,72,42,30,LOUISVILLE,LOUISVILLE,,,,
122463,Jackson Wheeler,LS,0,,2026,174,60,65.1,,60,S89,0,1,0,0,0,0,1,1,0,1,GA SOUTHRN,GA SOUTHRN,,,,
122475,Tucker Gleason,QB,0,,2026,316,91,76.2,,60,04,0,1,35,0,0,2,20,57,35,22,TOLEDO,TOLEDO,69.6,,90.2,69.6
122526,Tyler Miller,T,0,2026,2026,193,60.2,76.6,81.9,53.2,66,0,1,0,26,0,0,41,67,26,41,IOWA STATE,IOWA STATE,,,,
122543,Ar'maj Reed-Adams,G,0,2026,2026,312,59.4,73.5,78.6,56.4,55,0,1,0,9,0,0,5,14,9,5,TEXAS A&M,TEXAS A&M,,,,
122555,Jalon Daniels,QB,0,2026,2026,198,63.1,77.4,,60.2,06,1,1,34,0,1,11,27,73,35,38,KANSAS,KANSAS,40.9,60,63.6,59.6
122562,Daniel Hishaw Jr.,HB,0,,2026,198,71.3,0,73.2,51.9,09,1,1,0,11,13,18,9,51,24,27,KANSAS,KANSAS,76.2,56.6,,74.9
122608,Christian Moore,TE,0,,2026,273,51.3,72.4,69.7,54,44,0,1,0,4,6,0,10,20,10,10,PURDUE,PURDUE,61.9,51.8,,
122626,Carver Willis,T,0,2026,2026,340,51.5,20.3,34.7,65.8,50,1,1,0,45,0,0,23,68,45,23,WASHINGTON,WASHINGTON,,,,
122692,Kobe Baynes,G,0,,2026,198,75.6,79.3,83.6,74.4,70,0,1,0,35,0,0,38,73,35,38,KANSAS,KANSAS,,,,
122826,Chance Carroll,C,0,,2026,174,50.7,0,57.1,59.3,54,1,1,0,6,0,0,8,14,6,8,GA SOUTHRN,GA SOUTHRN,,,,
122836,Elijah Green,HB,0,,2026,281,62.8,69.3,,,21,0,1,0,0,2,5,0,7,2,5,SM HOUSTON,SM HOUSTON,69.9,64.9,,61.8
122842,Malik McGowan,G,0,,2026,325,66.1,79.5,86.1,62.4,60,0,1,0,27,0,0,31,58,27,31,UNLV,UNLV,,,,
122864,Ben Finley,QB,0,,2026,102,74.6,76.2,,60,10,0,1,25,0,0,2,32,59,25,34,AKRON,AKRON,24.7,,79,53
122867,Sean Hill,G,0,,2026,320,58.6,81.6,62.5,55.8,65,0,1,0,63,0,0,41,104,63,41,TULSA,TULSA,,,,
122883,Porter Rooks,WR,0,,2026,160,54.7,78.4,,46.8,09,0,1,0,0,36,0,22,58,36,22,E MICHIGAN,E MICHIGAN,70.3,56.1,,
122885,Anthony Smith,WR,0,2026,2026,156,62.6,77.4,,62.3,09,0,1,0,0,42,0,22,64,42,22,E CAROLINA,E CAROLINA,67.1,62.1,,
122936,Seth McGowan,HB,0,2026,2026,202,69.7,76,73.5,60.2,03,0,1,0,2,12,22,3,39,14,25,KENTUCKY,KENTUCKY,77.3,63.9,,68.2
122938,Chandler Morris,QB,0,2026,2026,335,52.7,71.6,,60,04,0,1,6,0,0,1,7,14,6,8,VIRGINIA,VIRGINIA,65.7,,46.2,63.2
122956,Cade Bennett,G,0,,2027,305,61.2,80.8,84.7,53.3,60,0,1,0,54,0,0,30,84,54,30,TCU,TCU,,,,
122985,Dominic Richardson,HB,0,2026,2026,320,62.8,75.9,54.6,68,21,0,1,0,10,21,9,4,44,31,13,TULSA,TULSA,72.7,47,,66.8
123016,Jake McConnachie,WR,0,,2026,216,55.1,72.1,,59.2,07,0,1,0,0,5,0,5,10,5,5,UMASS,UMASS,,55.7,,
123051,Trebor Pena,WR,0,2026,2026,266,71.9,76.1,,55.8,08,0,1,0,0,25,0,16,41,25,16,PENN STATE,PENN STATE,69.6,71.8,,
123069,Chase Curtis,TE,0,2026,2026,305,61.4,76,70.1,72.2,81,0,1,0,6,10,0,12,28,16,12,TCU,TCU,,51.2,,
123124,Troy Omeire,WR,0,,2027,325,68.7,74.5,,61.7,00,0,1,0,0,12,0,8,20,12,8,UNLV,UNLV,61,67.5,,
123125,Logan Parr,G,0,,2026,287,57.4,71.2,73.8,56.6,71,0,1,0,2,0,0,4,6,2,4,SMU,SMU,,,,
123265,Dillon Wade,G,0,2026,2026,115,62.8,81.1,60.7,62.4,52,0,1,0,58,0,0,28,86,58,28,AUBURN,AUBURN,,,,
123276,Sincere Brown,WR,1,2026,2026,143,52.3,80.8,,61.8,09,1,1,0,0,45,0,21,66,45,21,COLORADO,COLORADO,62.9,52,,
123308,Dan Dishman,TE,0,,2026,331,55.3,75.3,40.6,65.1,05,0,1,0,8,9,0,13,30,17,13,UTSA,UTSA,,52.6,,
123327,Jaren Randle,WR,0,,2026,331,60.1,75.2,,60,11,0,1,0,0,16,0,5,21,16,5,UTSA,UTSA,61,59.8,,
123342,Jordan Brunson,HB,0,,2026,221,70.7,72,76.5,60,06,0,1,0,4,1,15,2,22,5,17,MIAMI OH,MIAMI OH,75.2,60,,68.6
123396,Luke Petitbon,C,0,,2026,167,70.5,79.8,84.7,63.3,51,0,1,0,53,0,0,19,72,53,19,FLORIDA ST,FLORIDA ST,,,,
123401,George Sell,G,0,,2026,339,60.3,78.8,87.4,55.8,77,0,1,0,25,0,0,39,64,25,39,WAKE,WAKE,,,,
123432,Reese Smith,WR,0,,2026,206,70.4,75.9,,59.1,06,0,1,0,0,27,0,8,35,27,8,LIBERTY,LIBERTY,70.5,69.7,,
123439,Jordan White,C,0,2026,2026,333,74.6,79.9,65.2,73.5,53,0,1,0,43,0,0,29,72,43,29,VANDERBILT,VANDERBILT,,,,
123467,Dakota Thomas,WR,0,,2026,239,53,76.7,,61.7,05,0,1,0,0,20,0,16,36,20,16,NEVADA,NEVADA,,52.8,,
123472,Noah Whittington,HB,0,2026,2026,264,73.7,75.4,62.5,60,06,0,1,0,6,11,17,1,35,17,18,OREGON,OREGON,76.2,46.2,,78.3
123537,Kevin Cline,T,0,2026,2026,121,52.9,76.5,44.8,55.5,79,1,1,0,42,0,0,24,66,42,24,BOSTON COL,BOSTON COL,,,,
123558,Jake Burns,G,0,,2026,122,69.5,78.9,68.2,68.9,65,0,1,0,22,0,0,30,52,22,30,BOWL GREEN,BOWL GREEN,,,,
123572,De'Arre McDonald,CB,0,,2026,224,58,65,,,D02,0,1,0,0,1,0,0,1,1,0,MIDDLE TN,MIDDLE TN,,55.3,,
123583,Jadon Thompson,WR,0,,2026,218,59.5,72.3,,60.8,00,0,1,0,0,8,0,7,15,8,7,MEMPHIS,MEMPHIS,65.4,59.3,,
123591,Alex Atcavage,G,0,,2026,165,58,78.4,83.1,50.8,73,0,1,0,35,0,0,23,58,35,23,FAU,FAU,,,,
123640,Kejon Owens,HB,0,2026,2026,166,66.1,75.4,80.5,59.4,05,0,1,0,11,9,15,3,38,20,18,FIU,FIU,75.3,55.2,,65.3
123654,Derek Bowman,T,0,,2026,327,61.9,75.1,82.2,56.4,62,0,1,0,17,0,0,23,40,17,23,USF,USF,,,,
123662,James Faminu,T,0,,2026,325,61.6,0,72.8,65.6,66,1,1,0,12,0,0,20,32,12,20,UNLV,UNLV,,,,
123680,Stacy Sneed,HB,0,,2026,182,58.1,67.5,,60,21,0,1,0,0,1,1,1,3,1,2,HOUSTON,HOUSTON,62.5,60,,59.6
123682,Trevonte Sylvester,T,0,2026,2026,210,76,77,71.4,75.7,70,1,1,0,40,0,0,25,65,40,25,LOUISVILLE,LOUISVILLE,,,,
123703,Derrick Graham,T,0,2026,2026,319,59.8,76.7,71.8,54.8,76,0,1,0,28,0,0,29,57,28,29,TULANE,TULANE,,,,
123751,Mike Lofton,C,0,,2026,327,60.8,72.7,48,61.4,65,0,1,0,4,0,0,6,10,4,6,USF,USF,,,,
123756,Gaston Moore,QB,0,,2026,327,44,70.1,,60,03,0,1,4,0,0,3,3,10,4,6,USF,USF,16.8,,39.5,60.8
123758,Parker Navarro,QB,0,,2026,259,35.1,76.6,,60,13,0,1,38,0,0,5,21,64,38,26,OHIO,OHIO,37.3,,32.2,55.8
123761,Paul Rubelt,T,0,2026,2026,323,65.6,76.8,78.2,58.3,69,0,1,0,35,0,0,25,60,35,25,UCF,UCF,,,,
123852,Mason Cook,T,0,,2026,175,29.9,25.5,0,53.9,68,1,1,0,44,0,0,34,78,44,34,GA STATE,GA STATE,,,,
123857,Ahmon Green,TE,0,,2026,174,60.9,6.1,71.9,62.6,07,1,1,0,14,25,0,31,70,39,31,GA SOUTHRN,GA SOUTHRN,62.9,60.9,,
123886,Chase Mitchell,G,0,,2026,333,49.6,79.7,36.8,49.5,50,0,1,0,43,0,0,29,72,43,29,VANDERBILT,VANDERBILT,,,,
123915,Damieon George Jr.,G,0,,2026,163,62.6,78.4,64.1,61.5,70,0,1,0,34,0,0,24,58,34,24,FLORIDA,FLORIDA,,,,
123939,Roydell Williams,HB,0,2026,2026,167,55,71.6,39.2,59.4,05,0,1,0,6,9,0,2,17,15,2,FLORIDA ST,FLORIDA ST,,53.7,,
123963,Jalen St. John,G,0,,2026,273,61,78.5,69.3,58.3,74,1,1,0,28,0,0,19,47,28,19,PURDUE,PURDUE,,,,
123978,Elijah Canion,WR,0,,2026,206,54.8,70.3,,57.8,05,0,1,0,0,5,0,2,7,5,2,LIBERTY,LIBERTY,,56.8,,
123992,Tate Johnson,TE,0,,2026,115,63.5,70.3,72.6,59.8,42,0,1,0,6,0,0,1,7,6,1,AUBURN,AUBURN,,,,
124008,Jeremiah Wright,G,0,2026,2026,115,73.9,80,71.8,76.3,77,0,1,0,58,0,0,28,86,58,28,AUBURN,AUBURN,,,,
124010,Carson Beck,QB,0,2026,2026,220,59.1,76.3,,60.2,11,0,1,32,0,1,1,24,58,33,25,MIAMI FL,MIAMI FL,69.1,87.9,58.6,50.8
124011,Austin Blaske,T,0,2026,2026,245,57.7,0,83.4,56.4,58,2,1,0,31,0,0,27,58,31,27,N CAROLINA,N CAROLINA,,,,
124027,Cameron Kinnie,G,0,,2026,323,61,78,80.2,55.8,55,0,1,0,29,0,0,20,49,29,20,UCF,UCF,,,,
124059,Mike Drennen II,HB,0,,2028,316,58.6,62.7,,,25,0,1,0,0,0,1,0,1,0,1,TOLEDO,TOLEDO,62.5,,,59.5
124093,T.J. Finley,QB,0,,2026,175,62.1,75.3,,60,04,0,1,30,0,0,2,12,44,30,14,GA STATE,GA STATE,69.3,,58.6,67.1
124098,Xavier Hill,G,0,2026,2026,143,61.2,77.8,83.4,49.7,71,0,1,0,47,0,0,25,72,47,25,COLORADO,COLORADO,,,,
124104,Koy Moore,WR,0,,2026,325,54,72.7,,61.4,05,0,1,0,0,9,0,8,17,9,8,UNLV,UNLV,,54.1,,
124207,Javian Hester,WR,0,,2026,202,68.5,75.3,,61.3,04,0,1,0,0,12,0,7,19,12,7,KENTUCKY,KENTUCKY,61,67.4,,
124211,Ja'Mori Maclin,WR,0,2026,2026,202,72,71.9,,60.2,09,0,1,0,0,3,0,7,10,3,7,KENTUCKY,KENTUCKY,65.3,70.5,,
124224,Rashad Amos,HB,0,,2026,175,47.3,65.2,,60,30,0,1,0,0,1,0,1,2,1,1,GA STATE,GA STATE,,28.2,,
124228,Ger-Cari Caldwell,WR,0,,2026,218,56.3,69.5,,59.8,11,0,1,0,0,3,0,2,5,3,2,MEMPHIS,MEMPHIS,,57.2,,
124248,Payton Mangrum,WR,0,,2026,156,52.6,72.7,,60.6,19,0,1,0,0,11,0,7,18,11,7,E CAROLINA,E CAROLINA,,53,,
124274,Jimmy Calloway,WR,0,,2027,319,59.5,69.6,,60,04,0,1,0,0,1,0,1,2,1,1,TULANE,TULANE,,60,,
124318,Jacob Graham,LS,0,,2026,312,60,60,,60,S48,0,1,0,0,0,0,1,1,0,1,TEXAS A&M,TEXAS A&M,,,,
124335,Aki Ogunbiyi,G,0,,2026,143,60,67.2,10.7,,74,0,1,0,3,0,0,0,3,3,0,COLORADO,COLORADO,,,,
124341,Blake Smith,TE,0,,2027,314,58,76.1,45.7,55.4,16,0,1,0,2,18,0,10,30,20,10,TEXAS ST,TEXAS ST,61,59.3,,
124347,Jason Brooks Jr.,G,0,,2026,182,59.3,0,74.9,62.5,73,1,1,0,17,0,0,19,36,17,19,HOUSTON,HOUSTON,,,,
124350,Rocko Griffin,HB,0,,2027,216,48.3,71.4,23.2,,24,0,1,0,4,8,3,0,15,12,3,UMASS,UMASS,13.7,66.9,,47
124353,Logan Kyle,TE,0,,2026,197,58.3,74.4,64.4,51.6,18,0,1,0,1,16,0,2,19,17,2,JAMES MAD,JAMES MAD,61,61.9,,
124366,Mike Wright Jr.,QB,0,,2026,156,77.3,65.5,,,00,0,1,1,0,1,0,0,2,2,0,E CAROLINA,E CAROLINA,62.4,89.7,60,
124371,Joshua Braun,G,0,,2026,202,66.4,79.6,72.1,64.8,75,0,1,0,25,0,0,38,63,25,38,KENTUCKY,KENTUCKY,,,,
124386,Richie Leonard IV,G,0,,2026,167,65.9,80.2,80.5,60.8,67,0,1,0,53,0,0,19,72,53,19,FLORIDA ST,FLORIDA ST,,,,
124519,Josh Manning,WR,0,,2028,229,49,78,,59.1,00,0,1,0,0,22,0,25,47,22,25,MISSOURI,MISSOURI,61,48.5,,
