playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPass,gradesPassRoute,gradesRun,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock
155264,Hunter Smith,G,0,,2026,401,,62.4,79.6,,,,56.4,60,0,1,0,36,0,0,25,61,36,25,TARLETON,TARLETON,86.1
155372,Luke Colella,WR,0,,2026,334,65.7,73.3,78.9,,73.2,,59.4,01,0,1,0,0,36,0,31,67,36,31,VILLANOVA,VILLANOVA,
156043,Tylan Hines,HB,0,,2027,401,76.7,83.9,75.9,,52.8,85.7,46.8,01,0,1,0,16,11,20,1,48,27,21,TARLETON,TARLETON,82.1
157330,Seth Martin,T,0,,2027,301,,38,76.2,,,,52.9,68,0,1,0,36,0,0,17,53,36,17,STF AUSTIN,STF AUSTIN,9.9
157612,Titus Rohrer,TE,0,,2027,232,,61.7,72.7,,56.1,,67.1,44,0,1,0,0,2,0,7,9,2,7,MONTANA,MONTANA,
158138,Hunter Ridley,K,0,,2026,322,,60,60,,,,60,S43,0,1,0,0,0,0,1,1,0,1,UC DAVIS,UC DAVIS,
158193,Weston Adams,WR,0,,2027,232,,60,63.9,,,,60,86,0,1,0,0,0,0,1,1,0,1,MONTANA,MONTANA,
158568,Richard Reese,HB,0,,2026,301,68.9,54.8,65.2,,,56.2,,29,0,1,0,0,0,2,0,2,0,2,STF AUSTIN,STF AUSTIN,
159007,Eli Gillman,HB,0,,2027,232,76.5,64,77.7,,48.2,65.9,60.3,10,0,1,0,4,19,19,4,46,23,23,MONTANA,MONTANA,78.6
159009,Ian Finch,WR,0,,2027,232,,55.3,69.5,,,,52.9,05,0,1,0,0,0,0,6,6,0,6,MONTANA,MONTANA,
159028,Aidan Moe,T,0,,2027,401,,60,76.9,,,,54.7,73,0,1,0,36,0,0,25,61,36,25,TARLETON,TARLETON,69.5
159361,Tye Niekamp,LB,0,,2027,188,,60,60,,,,60,D46,1,1,0,0,0,0,1,1,0,1,ILL STATE,ILL STATE,
159363,Rylan Crawford,WR,0,,2027,188,,60,64.4,,,,60,09,0,1,0,0,0,0,3,3,0,3,ILL STATE,ILL STATE,
159364,Landon Woodard,G,0,,2027,188,,53.6,79.6,,,,48.1,68,0,1,0,26,0,0,36,62,26,36,ILL STATE,ILL STATE,86
160040,Dawson Hearne,TE,0,,2026,401,,45.3,73.2,,56.1,,42.6,88,1,1,0,7,3,0,11,21,10,11,TARLETON,TARLETON,70.9
160455,Quin Whalen,C,0,,2027,334,,63.9,79.9,,,,59.8,63,0,1,0,38,0,0,35,73,38,35,VILLANOVA,VILLANOVA,76.7
160456,Isaiah Wright,HB,0,,2026,334,66.2,58.8,66,,60,59.7,,26,0,1,0,0,1,1,0,2,1,1,VILLANOVA,VILLANOVA,
162348,Kurt Hatch,T,0,,2026,401,,48.8,76.4,,,,55.4,59,0,1,0,36,0,0,25,61,36,25,TARLETON,TARLETON,31.5
162378,Samuel Gbatu Jr.,WR,0,,2027,322,67.8,67.2,78.7,,65.9,63.2,58.6,08,0,1,0,1,48,1,14,64,49,15,UC DAVIS,UC DAVIS,64.7
162384,David Main,G,0,,2027,322,,55.4,79.1,,,,51.5,55,0,1,0,51,0,0,18,69,51,18,UC DAVIS,UC DAVIS,58
162386,Laviel Pickett,WR,0,,2027,322,,58,64.8,,59.3,,,22,0,1,0,0,1,0,0,1,1,0,UC DAVIS,UC DAVIS,
163869,Erik Gray,C,0,,2027,301,,62.1,80.1,,,,53.6,55,0,1,0,54,0,0,24,78,54,24,STF AUSTIN,STF AUSTIN,81.6
164101,Kylon Harris,WR,0,,2027,301,68.5,67.9,78.7,,67.6,,59.1,04,0,1,0,0,54,0,22,76,54,22,STF AUSTIN,STF AUSTIN,
164117,Jerrell Wimbley,HB,0,,2026,301,73.1,58.7,75.7,,39.3,67.3,59.6,10,0,1,0,3,27,10,2,42,30,12,STF AUSTIN,STF AUSTIN,75.4
164387,Taco Dowler,WR,0,,2027,233,69.7,65.1,79.6,,66.3,57.9,59.4,14,0,1,0,0,34,1,33,68,34,34,MONTANA ST,MONTANA ST,
164393,Burke Mastel,G,0,,2027,233,,56.2,8.8,,,,59.7,64,1,1,0,34,0,0,35,69,34,35,MONTANA ST,MONTANA ST,52.9
164622,Jace Rodriguez,G,0,,2027,322,,61.9,80,,,,52.4,64,0,1,0,51,0,0,19,70,51,19,UC DAVIS,UC DAVIS,88
164785,Eddie Kasper,WR,0,,2027,188,63.8,55.3,73.6,,55.2,,60.8,13,0,1,0,0,7,0,9,16,7,9,ILL STATE,ILL STATE,
164823,Tysen Boze,WR,0,,2027,291,65,75.8,77,,76.2,,55.2,06,0,1,0,0,25,0,18,43,25,18,S DAKOTA,S DAKOTA,
164881,Dawson Rudd,T,0,,2027,401,,59.9,66.3,,,,59.7,74,0,1,0,0,0,0,3,3,0,3,TARLETON,TARLETON,
164938,Seth Glatz,HB,0,,2027,188,69.7,90.6,70.1,,57.6,88,,21,0,1,0,1,3,5,0,9,4,5,ILL STATE,ILL STATE,70.8
168428,Bugs Mortimer,WR,0,,2027,301,64.1,64.7,75.9,,64.2,,58.7,09,0,1,0,0,9,0,3,12,9,3,STF AUSTIN,STF AUSTIN,
168468,Ernesto Nava,G,0,,2026,322,,64.9,18.1,,,,64.3,79,1,1,0,51,0,0,19,70,51,19,UC DAVIS,UC DAVIS,74.7
170696,Michael Wortham,WR,0,2026,2026,232,71,92.7,76.7,,91.5,73,62,06,0,1,0,0,25,3,13,41,25,16,MONTANA,MONTANA,
